matrix_name,dim,nnz,matrix_type,data_type,matrix_layout,square
dbir1.mtx,45775,1077025,coordinate,integer,general,0
ts-palko.mtx,47235,1076903,coordinate,real,general,0
144.mtx,144649,1074393,coordinate,pattern,symmetric,1
bcsstk39.mtx,46772,1068033,coordinate,real,symmetric,1
wave.mtx,156317,1059331,coordinate,pattern,symmetric,1
3D_51448_3D.mtx,51448,1056610,coordinate,real,general,1
ibm_matrix_2.mtx,51448,1056610,coordinate,real,general,1
watson_1.mtx,386992,1055093,coordinate,real,general,0
nemsemm1.mtx,75352,1053986,coordinate,real,general,0
debr_G_17.mtx,524288,1048573,coordinate,pattern,symmetric,1
bcsstk30.mtx,28924,1036208,coordinate,pattern,symmetric,1
IG5-17.mtx,27944,1035008,coordinate,integer,general,0
torso2.mtx,115967,1033473,coordinate,real,general,1
net100.mtx,29920,1031560,coordinate,pattern,symmetric,1
bcsstk32.mtx,44609,1029655,coordinate,pattern,symmetric,1
pa2010.mtx,421545,1029231,coordinate,integer,symmetric,1
rim.mtx,22560,1014951,coordinate,real,general,1
pds-90.mtx,475448,1014136,coordinate,integer,general,0
TSC_OPF_1047.mtx,8140,1012521,coordinate,real,symmetric,1
Lin.mtx,256000,1011200,coordinate,real,symmetric,1
TSOPF_FS_b39_c19.mtx,76216,998359,coordinate,real,symmetric,1
2D_54019_highK.mtx,54019,996414,coordinate,real,general,1
kneser_10_4_1.mtx,330751,992252,coordinate,pattern,general,0
trdheim.mtx,22098,978711,coordinate,pattern,symmetric,1
coAuthorsDBLP.mtx,299067,977676,coordinate,pattern,symmetric,1
sinc18.mtx,16428,973826,coordinate,real,general,1
opt1.mtx,15449,973052,coordinate,pattern,symmetric,1
BenElechi1_b.mtx,40543,971682,coordinate,real,general,0
transient.mtx,178866,961790,coordinate,real,general,1
scircuit.mtx,170998,958936,coordinate,real,general,1
ASIC_100k.mtx,99340,954163,coordinate,real,general,1
cfd1.mtx,70656,949510,coordinate,real,symmetric,1
soc-Slashdot0902.mtx,82168,948464,coordinate,pattern,general,1
HFE18_96_in.mtx,4096,933343,coordinate,pattern,general,0
kim1.mtx,38415,933195,coordinate,complex,general,1
NotreDame_www.mtx,325729,929849,coordinate,pattern,general,1
pds-80.mtx,434580,927826,coordinate,integer,general,0
turon_m.mtx,189924,912345,coordinate,real,symmetric,1
soc-Slashdot0811.mtx,77360,905468,coordinate,pattern,general,1
nw14.mtx,123409,904910,coordinate,pattern,general,0
TSOPF_FS_b162_c3.mtx,30798,904612,coordinate,real,symmetric,1
boyd2.mtx,466316,890091,coordinate,real,symmetric,1
crystk03.mtx,24696,887937,coordinate,real,symmetric,1
pcrystk03.mtx,24696,887937,coordinate,pattern,symmetric,1
d_pretok.mtx,182730,885416,coordinate,real,symmetric,1
gas_sensor.mtx,66917,885141,coordinate,real,symmetric,1
oh2010.mtx,365344,884120,coordinate,integer,symmetric,1
sme3Da.mtx,12504,874887,coordinate,real,general,1
2cubes_sphere.mtx,101492,874378,coordinate,real,symmetric,1
qa8fk.mtx,66127,863353,coordinate,real,symmetric,1
qa8fm.mtx,66127,863353,coordinate,real,symmetric,1
ny2010.mtx,350169,854772,coordinate,integer,symmetric,1
mesh_deform.mtx,9393,853829,coordinate,real,general,0
fp.mtx,7548,848553,coordinate,real,general,1
ch7-8-b5.mtx,141120,846720,coordinate,integer,general,1
soc-sign-epinions.mtx,131828,841372,coordinate,integer,general,1
g7jac200sc.mtx,59310,837936,coordinate,real,general,1
g7jac200.mtx,59310,837936,coordinate,real,general,1
pds-70.mtx,390005,833465,coordinate,integer,general,0
sgpf5y6.mtx,312540,831976,coordinate,integer,general,0
n4c6-b11.mtx,132402,830820,coordinate,integer,general,0
mo2010.mtx,343565,828284,coordinate,integer,symmetric,1
rel8.mtx,12347,821839,coordinate,integer,general,0
coAuthorsCiteseer.mtx,227320,814134,coordinate,pattern,symmetric,1
thermomech_dM.mtx,204316,813716,coordinate,real,symmetric,1
TSOPF_RS_b162_c4.mtx,20374,812749,coordinate,real,general,1
mk13-b5.mtx,270270,810810,coordinate,integer,general,0
pkustk09.mtx,33960,808800,coordinate,pattern,symmetric,1
dblp-2010.mtx,326186,807700,coordinate,pattern,symmetric,1
Chevron2.mtx,90249,803173,coordinate,complex,general,1
shar_te2-b3.mtx,200200,800800,coordinate,integer,general,1
m133-b3.mtx,200200,800800,coordinate,integer,general,1
sparsine.mtx,50000,799494,coordinate,real,symmetric,1
mi2010.mtx,329885,789045,coordinate,integer,symmetric,1
delaunay_n18.mtx,262144,786396,coordinate,pattern,symmetric,1
EternityII_A.mtx,150638,782087,coordinate,integer,general,0
dc1.mtx,116835,766396,coordinate,real,general,1
trans4.mtx,116835,766396,coordinate,real,general,1
dc3.mtx,116835,766396,coordinate,real,general,1
trans5.mtx,116835,766396,coordinate,real,general,1
dc2.mtx,116835,766396,coordinate,real,general,1
lhr34c.mtx,35152,764014,coordinate,real,general,1
lhr34.mtx,35152,764014,coordinate,real,general,1
nemeth26.mtx,9506,760633,coordinate,real,symmetric,1
nemeth25.mtx,9506,760632,coordinate,real,symmetric,1
Baumann.mtx,112211,760631,coordinate,real,general,1
nemeth23.mtx,9506,758158,coordinate,real,symmetric,1
nemeth24.mtx,9506,758028,coordinate,real,symmetric,1
net75.mtx,23120,756160,coordinate,pattern,symmetric,1
windscreen.mtx,22692,752541,coordinate,complex,symmetric,1
windscreen_M.mtx,22692,752340,coordinate,real,symmetric,1
g7jac180.mtx,53370,747276,coordinate,real,general,1
g7jac180sc.mtx,53370,747276,coordinate,real,general,1
598a.mtx,110971,741934,coordinate,pattern,symmetric,1
bcsstk35.mtx,30237,740200,coordinate,real,symmetric,1
n4c6-b6.mtx,51813,728805,coordinate,integer,general,0
rgg_n_2_17_s0.mtx,131072,728753,coordinate,pattern,symmetric,1
c-73.mtx,169422,724348,coordinate,real,symmetric,1
c-73b.mtx,169422,724348,coordinate,real,symmetric,1
pds-60.mtx,336421,719557,coordinate,integer,general,0
Zd_Jac3_db.mtx,22835,713907,coordinate,real,general,1
image_interp.mtx,120000,711683,coordinate,real,general,0
ga2010.mtx,291086,709028,coordinate,integer,symmetric,1
nc2010.mtx,288987,708310,coordinate,integer,symmetric,1
ch7-8-b4.mtx,58800,705600,coordinate,integer,general,0
va2010.mtx,285762,701064,coordinate,integer,symmetric,1
nsct_A_2.mtx,37563,697738,coordinate,integer,general,0
nsct.mtx,37563,697738,coordinate,integer,general,0
pli.mtx,22695,686502,coordinate,pattern,symmetric,1
neos2.mtx,134128,685087,coordinate,integer,general,0
TSOPF_RS_b39_c19.mtx,38098,684206,coordinate,real,general,1
nemeth22.mtx,9506,684169,coordinate,real,symmetric,1
heart3.mtx,2339,682797,coordinate,real,general,1
heart2.mtx,2339,682797,coordinate,real,general,1
bibd_17_8.mtx,24310,680680,coordinate,pattern,general,0
nsct_A_1.mtx,37461,678739,coordinate,integer,general,0
Zd_Jac2_db.mtx,22835,676439,coordinate,real,general,1
SiO.mtx,33401,675528,coordinate,real,symmetric,1
raefsky4.mtx,19779,674195,coordinate,real,symmetric,1
Zd_Jac6_db.mtx,22835,663643,coordinate,real,general,1
fe_rotor.mtx,99617,662431,coordinate,pattern,symmetric,1
g7jac160.mtx,47430,656616,coordinate,real,general,1
g7jac160sc.mtx,47430,656616,coordinate,real,general,1
Trec13.mtx,6561,654517,coordinate,integer,general,0
boyd1.mtx,93279,652246,coordinate,real,symmetric,1
tomographic1.mtx,59498,647495,coordinate,real,general,0
rajat16.mtx,94294,641159,coordinate,real,general,1
rajat17.mtx,94294,641159,coordinate,real,general,1
in2010.mtx,267071,640858,coordinate,integer,symmetric,1
ok2010.mtx,269118,637074,coordinate,integer,symmetric,1
denormal.mtx,89400,622812,coordinate,real,symmetric,1
msc10848.mtx,10848,620313,coordinate,real,symmetric,1
al2010.mtx,252266,615241,coordinate,integer,symmetric,1
struct3.mtx,53570,613632,coordinate,pattern,symmetric,1
mn2010.mtx,259777,613551,coordinate,integer,symmetric,1
TSOPF_RS_b162_c3.mtx,15374,610299,coordinate,real,general,1
caidaRouterLevel.mtx,192244,609066,coordinate,pattern,symmetric,1
bcsstk31.mtx,35588,608502,coordinate,pattern,symmetric,1
3Dspectralwave_shift.mtx,680943,607776,coordinate,complex,symmetric,1
rajat25.mtx,87190,607235,coordinate,real,general,1
rajat28.mtx,87190,607235,coordinate,real,general,1
rajat20.mtx,86916,605045,coordinate,real,general,1
wi2010.mtx,253096,604702,coordinate,integer,symmetric,1
lp_osa_30.mtx,104374,604488,coordinate,real,general,0
shar_te2-b2.mtx,17160,600600,coordinate,integer,general,0
neos1.mtx,133473,599590,coordinate,integer,general,0
3D_28984_Tetra.mtx,28984,599170,coordinate,real,general,1
az2010.mtx,241666,598047,coordinate,integer,symmetric,1
tn2010.mtx,240116,596983,coordinate,integer,symmetric,1
GL7d24.mtx,105054,593892,coordinate,integer,general,0
nemeth21.mtx,9506,591626,coordinate,real,symmetric,1
pds-50.mtx,275814,590833,coordinate,integer,general,0
mri1.mtx,147456,589824,coordinate,real,general,0
msc23052.mtx,23052,588933,coordinate,real,symmetric,1
stat96v1.mtx,197472,588798,coordinate,real,general,0
IG5-16.mtx,18485,588326,coordinate,integer,general,0
bas1lp.mtx,9825,587775,coordinate,integer,general,0
TF17.mtx,48630,586218,coordinate,integer,general,0
bcsstk37.mtx,25503,583240,coordinate,real,symmetric,1
bcsstk36.mtx,23052,583096,coordinate,real,symmetric,1
ASIC_100ks.mtx,99190,578890,coordinate,real,general,1
mri2.mtx,147456,569160,coordinate,real,general,0
sinc15.mtx,11532,568526,coordinate,real,general,1
g7jac140.mtx,41490,565956,coordinate,real,general,1
g7jac140sc.mtx,41490,565956,coordinate,real,general,1
HTC_336_4438.mtx,226340,565431,coordinate,real,symmetric,1
patents_main.mtx,240547,560943,coordinate,real,general,1
ks2010.mtx,238600,560899,coordinate,integer,symmetric,1
cage11.mtx,39082,559722,coordinate,real,general,1
rajat23.mtx,110355,556938,coordinate,real,general,1
HTC_336_9129.mtx,226340,554881,coordinate,real,symmetric,1
e40r0100.mtx,17281,553562,coordinate,real,general,1
vsp_finan512_scagr7-2c_rlfddd.mtx,139752,552020,coordinate,pattern,symmetric,1
soc-sign-Slashdot090221.mtx,82144,549202,coordinate,integer,general,1
Dubcova2.mtx,65025,547625,coordinate,real,symmetric,1
soc-sign-Slashdot090216.mtx,81871,545671,coordinate,integer,general,1
psmigr_3.mtx,3140,543162,coordinate,real,general,1
psmigr_1.mtx,3140,543162,coordinate,integer,general,1
psmigr_2.mtx,3140,540022,coordinate,real,general,1
cont-300.mtx,180895,539396,coordinate,real,symmetric,1
Maragal_6.mtx,10152,537694,coordinate,real,general,0
std1_Jac3_db.mtx,21982,531826,coordinate,real,general,1
dawson5.mtx,51537,531157,coordinate,real,symmetric,1
case39_A_06.mtx,40216,526144,coordinate,real,symmetric,1
case39_A_12.mtx,40216,526144,coordinate,real,symmetric,1
case39_A_13.mtx,40216,526144,coordinate,real,symmetric,1
case39_A_08.mtx,40216,526144,coordinate,real,symmetric,1
case39_A_02.mtx,40216,526144,coordinate,real,symmetric,1
case39_A_05.mtx,40216,526144,coordinate,real,symmetric,1
case39_A_03.mtx,40216,526144,coordinate,real,symmetric,1
case39_A_09.mtx,40216,526144,coordinate,real,symmetric,1
case39_A_11.mtx,40216,526144,coordinate,real,symmetric,1
case39_A_07.mtx,40216,526144,coordinate,real,symmetric,1
case39_A_04.mtx,40216,526144,coordinate,real,symmetric,1
case39_A_10.mtx,40216,526144,coordinate,real,symmetric,1
case39.mtx,40216,526139,coordinate,real,symmetric,1
case39_A_01.mtx,40216,526139,coordinate,real,symmetric,1
debr_G_16.mtx,262144,524285,coordinate,pattern,symmetric,1
ted_AB_unscaled.mtx,10605,522387,coordinate,complex,general,1
ted_AB.mtx,10605,522387,coordinate,complex,general,1
gyro.mtx,17361,519260,coordinate,real,symmetric,1
gyro_k.mtx,17361,519260,coordinate,real,symmetric,1
soc-sign-Slashdot081106.mtx,77357,516575,coordinate,integer,general,1
olafu.mtx,16146,515651,coordinate,real,symmetric,1
hcircuit.mtx,105676,513072,coordinate,real,general,1
ia2010.mtx,216007,510585,coordinate,integer,symmetric,1
soc-Epinions1.mtx,75888,508837,coordinate,pattern,general,1
G_n_pin_pout.mtx,100000,501198,coordinate,pattern,symmetric,1
pkustk01.mtx,22044,500712,coordinate,pattern,symmetric,1
smallworld.mtx,100000,499998,coordinate,pattern,symmetric,1
preferentialAttachment.mtx,100000,499985,coordinate,pattern,symmetric,1
std1_Jac2_db.mtx,21982,498771,coordinate,real,general,1
lung2.mtx,109460,492564,coordinate,real,general,1
stat96v4.mtx,63076,491336,coordinate,real,general,0
crystk02.mtx,13965,491274,coordinate,real,symmetric,1
pcrystk02.mtx,13965,491274,coordinate,pattern,symmetric,1
nemeth20.mtx,9506,490688,coordinate,real,symmetric,1
la2010.mtx,204447,490317,coordinate,integer,symmetric,1
or2010.mtx,196621,489756,coordinate,integer,symmetric,1
crplat2.mtx,18010,489478,coordinate,pattern,symmetric,1
co2010.mtx,201062,487287,coordinate,integer,symmetric,1
rajat18.mtx,94294,485143,coordinate,real,general,1
af23560.mtx,23560,484256,coordinate,real,general,1
net50.mtx,16320,480760,coordinate,pattern,symmetric,1
g7jac120.mtx,35550,475296,coordinate,real,general,1
g7jac120sc.mtx,35550,475296,coordinate,real,general,1
wa2010.mtx,195574,473716,coordinate,integer,symmetric,1
ch8-8-b3.mtx,18816,470400,coordinate,integer,general,0
c-71.mtx,76638,468096,coordinate,real,symmetric,1
pds-40.mtx,217531,466800,coordinate,integer,general,0
fome21.mtx,216350,465294,coordinate,integer,general,0
epb3.mtx,84617,463625,coordinate,real,general,1
tube1.mtx,21498,459277,coordinate,pattern,symmetric,1
tube2.mtx,21498,459277,coordinate,integer,symmetric,1
ex40.mtx,7740,458012,coordinate,real,general,1
ne2010.mtx,193352,456927,coordinate,integer,symmetric,1
fe_tooth.mtx,78136,452591,coordinate,pattern,symmetric,1
ar2010.mtx,186211,452155,coordinate,integer,symmetric,1
sc2010.mtx,181908,446580,coordinate,integer,symmetric,1
Si10H16.mtx,17077,446500,coordinate,real,symmetric,1
rajat15.mtx,37261,443573,coordinate,real,general,1
2D_27628_bjtcai.mtx,27628,442898,coordinate,real,general,1
G2_circuit.mtx,150102,438388,coordinate,real,symmetric,1
vsp_vibrobox_scagr7-2c_rlfddd.mtx,77328,435586,coordinate,pattern,symmetric,1
stormg2-125.mtx,172431,433256,coordinate,real,general,0
t0331-4l.mtx,46915,430982,coordinate,pattern,general,0
GT01R.mtx,7980,430909,coordinate,real,general,1
FEM_3D_thermal1.mtx,17880,430740,coordinate,real,general,1
ted_A.mtx,10605,424587,coordinate,real,general,1
ted_A_unscaled.mtx,10605,424587,coordinate,real,general,1
ch7-9-b3.mtx,17640,423360,coordinate,integer,general,0
cit-HepPh.mtx,34546,421578,coordinate,pattern,general,1
email-EuAll.mtx,265214,420045,coordinate,pattern,general,1
ms2010.mtx,171778,419990,coordinate,integer,symmetric,1
nm2010.mtx,168609,415485,coordinate,integer,symmetric,1
TSC_OPF_300.mtx,9774,415289,coordinate,real,symmetric,1
nj2010.mtx,169588,414956,coordinate,integer,symmetric,1
nemeth19.mtx,9506,413904,coordinate,real,symmetric,1
cz40948.mtx,40948,412148,coordinate,real,general,1
pkustk02.mtx,10800,410400,coordinate,pattern,symmetric,1
Andrews.mtx,60000,410077,coordinate,integer,symmetric,1
rail507.mtx,63516,409856,coordinate,integer,general,0
fe_ocean.mtx,143437,409593,coordinate,pattern,symmetric,1
copter2.mtx,55476,407714,coordinate,pattern,symmetric,1
thermomech_TK.mtx,102158,406858,coordinate,real,symmetric,1
thermomech_TC.mtx,102158,406858,coordinate,real,symmetric,1
light_in_tissue.mtx,29282,406084,coordinate,complex,general,1
olesnik0.mtx,88263,402623,coordinate,real,symmetric,1
rail582.mtx,56097,402290,coordinate,integer,general,0
mark3jac140.mtx,64089,399735,coordinate,real,general,1
mark3jac140sc.mtx,64089,399735,coordinate,real,general,1
c-72.mtx,84064,395811,coordinate,real,symmetric,1
ky2010.mtx,161672,393889,coordinate,integer,symmetric,1
delaunay_n17.mtx,131072,393176,coordinate,pattern,symmetric,1
fxm3_16.mtx,85575,392252,coordinate,real,general,0
bundle1.mtx,10581,390741,coordinate,real,symmetric,1
garon2.mtx,13535,390607,coordinate,real,general,1
vsp_mod2_pgp2_slptsk.mtx,101364,389368,coordinate,pattern,symmetric,1
ma2010.mtx,157508,388305,coordinate,integer,symmetric,1
nmos3.mtx,18588,386594,coordinate,real,general,1
g7jac100.mtx,29610,384636,coordinate,real,general,1
g7jac100sc.mtx,29610,384636,coordinate,real,general,1
c-64.mtx,51035,384438,coordinate,real,symmetric,1
c-64b.mtx,51035,384438,coordinate,real,symmetric,1
lhr17c.mtx,17576,381975,coordinate,real,general,1
lhr17.mtx,17576,381975,coordinate,real,general,1
viscoplastic2_C_1.mtx,32769,381326,coordinate,real,general,1
viscoplastic2_C_6.mtx,32769,381326,coordinate,real,general,1
viscoplastic2_C_3.mtx,32769,381326,coordinate,real,general,1
viscoplastic2.mtx,32769,381326,coordinate,real,general,1
viscoplastic2_C_2.mtx,32769,381326,coordinate,real,general,1
viscoplastic2_C_7.mtx,32769,381326,coordinate,real,general,1
viscoplastic2_C_4.mtx,32769,381326,coordinate,real,general,1
viscoplastic2_C_5.mtx,32769,381326,coordinate,real,general,1
ecl32.mtx,51993,380415,coordinate,real,general,1
Si5H12.mtx,19896,379247,coordinate,real,symmetric,1
k3plates.mtx,11107,378927,coordinate,real,general,1
bcircuit.mtx,68902,375558,coordinate,real,general,1
flower_8_4.mtx,125361,375266,coordinate,pattern,general,0
TSOPF_FS_b39_c7.mtx,28216,368599,coordinate,real,symmetric,1
nemeth01.mtx,9506,367280,coordinate,real,symmetric,1
brack2.mtx,62631,366559,coordinate,pattern,symmetric,1
RFdevice.mtx,74104,365580,coordinate,complex,general,1
Pres_Poisson.mtx,14822,365313,coordinate,real,symmetric,1
id2010.mtx,149842,364132,coordinate,integer,symmetric,1
cyl6.mtx,13681,363961,coordinate,integer,symmetric,1
c-70.mtx,68924,363955,coordinate,real,symmetric,1
bibd_16_8.mtx,12870,360360,coordinate,pattern,general,0
lp_ken_18.mtx,154699,358171,coordinate,integer,general,0
GL7d13.mtx,8899,356232,coordinate,integer,general,0
cit-HepTh.mtx,27770,352807,coordinate,pattern,general,1
HEP-th-new.mtx,27770,352807,coordinate,pattern,general,1
poisson3Da.mtx,13514,352762,coordinate,real,general,1
nemeth18.mtx,9506,352370,coordinate,real,symmetric,1
md2010.mtx,145247,350189,coordinate,integer,symmetric,1
c-69.mtx,67458,345714,coordinate,real,symmetric,1
cbuckle.mtx,13681,345098,coordinate,real,symmetric,1
mark3jac120sc.mtx,54929,342475,coordinate,real,general,1
mark3jac120.mtx,54929,342475,coordinate,real,general,1
HEP-th.mtx,27240,342437,coordinate,pattern,general,1
rgg_n_2_16_s0.mtx,65536,342127,coordinate,pattern,symmetric,1
onetone1.mtx,36057,341088,coordinate,real,general,1
pds-30.mtx,158489,340635,coordinate,integer,general,0
blockqp1.mtx,60012,340022,coordinate,real,symmetric,1
pfinan512.mtx,74752,335872,coordinate,pattern,symmetric,1
finan512.mtx,74752,335872,coordinate,real,symmetric,1
graham1.mtx,9035,335504,coordinate,real,general,1
ckt11752_tr_0.mtx,49702,333029,coordinate,real,general,1
ckt11752_dc_1.mtx,49702,333029,coordinate,real,general,1
n4c6-b12.mtx,69235,332865,coordinate,integer,general,0
wv2010.mtx,135218,331461,coordinate,integer,symmetric,1
Chevron1.mtx,37365,330633,coordinate,complex,general,1
shyy161.mtx,76480,329762,coordinate,real,general,1
Franz11.mtx,30144,329728,coordinate,integer,general,0
thermal1.mtx,82654,328556,coordinate,real,symmetric,1
inlet.mtx,11730,328323,coordinate,real,general,1
EAT_RS.mtx,23219,325592,coordinate,integer,general,1
