matrix_name,dim,nnz,data_type,matrix_layout,density,sparsity
thermomech_TC.mtx,102158,406858,real,symmetric,0.00000,1.00000
matrix_9.mtx,103430,2121550,real,general,0.00020,0.99980
hcircuit.mtx,105676,513072,real,general,0.00000,1.00000
filter3D.mtx,106437,1406808,real,symmetric,0.00010,0.99990
filter3D_E.mtx,106437,1406791,real,symmetric,0.00010,0.99990
x104.mtx,108384,5138004,real,symmetric,0.00040,0.99960
lung2.mtx,109460,492564,real,general,0.00000,1.00000
rajat23.mtx,110355,556938,real,general,0.00000,1.00000
Baumann.mtx,112211,760631,real,general,0.00010,0.99990
Ge99H100.mtx,112985,4282190,real,symmetric,0.00030,0.99970
Ge87H76.mtx,112985,4002590,real,symmetric,0.00030,0.99970
barrier2-2.mtx,113076,3805068,real,general,0.00030,0.99970
barrier2-4.mtx,113076,3805068,real,general,0.00030,0.99970
barrier2-3.mtx,113076,3805068,real,general,0.00030,0.99970
barrier2-1.mtx,113076,3805068,real,general,0.00030,0.99970
Ga10As10H30.mtx,113081,3114357,real,symmetric,0.00020,0.99980
shipsec8.mtx,114919,3384159,real,symmetric,0.00030,0.99970
ut2010.mtx,115406,286033,integer,symmetric,0.00000,1.00000
barrier2-12.mtx,115625,3897557,real,general,0.00030,0.99970
barrier2-10.mtx,115625,3897557,real,general,0.00030,0.99970
barrier2-9.mtx,115625,3897557,real,general,0.00030,0.99970
barrier2-11.mtx,115625,3897557,real,general,0.00030,0.99970
torso2.mtx,115967,1033473,real,general,0.00010,0.99990
torso1.mtx,116158,8516500,real,general,0.00060,0.99940
dc1.mtx,116835,766396,real,general,0.00010,0.99990
trans4.mtx,116835,766396,real,general,0.00010,0.99990
dc3.mtx,116835,766396,real,general,0.00010,0.99990
trans5.mtx,116835,766396,real,general,0.00010,0.99990
dc2.mtx,116835,766396,real,general,0.00010,0.99990
TSOPF_FS_b39_c30.mtx,120216,1575639,real,symmetric,0.00010,0.99990
twotone.mtx,120750,1224224,real,general,0.00010,0.99990
cop20k_A.mtx,121192,1362087,real,symmetric,0.00010,0.99990
ship_003.mtx,121728,4103881,real,symmetric,0.00030,0.99970
cfd2.mtx,123440,1605669,real,symmetric,0.00010,0.99990
internet.mtx,124651,207214,integer,general,0.00000,1.00000
matrix-new_3.mtx,125329,2678750,real,general,0.00020,0.99980
boneS01.mtx,127224,3421188,real,symmetric,0.00020,0.99980
boneS01_M.mtx,127224,1182804,real,symmetric,0.00010,0.99990
cage12.mtx,130228,2032536,real,general,0.00010,0.99990
kron_g500-logn17.mtx,131072,5114375,integer,symmetric,0.00030,0.99970
soc-sign-epinions.mtx,131828,841372,integer,general,0.00000,1.00000
mt2010.mtx,132288,319334,integer,symmetric,0.00000,1.00000
Ga19As19H42.mtx,133123,4508981,real,symmetric,0.00030,0.99970
nd2010.mtx,133769,312973,integer,symmetric,0.00000,1.00000
wv2010.mtx,135218,331461,integer,symmetric,0.00000,1.00000
shipsec1.mtx,140874,3977139,real,symmetric,0.00020,0.99980
ch7-8-b5.mtx,141120,846720,integer,general,0.00000,1.00000
bmw7st_1.mtx,141347,3740507,real,symmetric,0.00020,0.99980
engine.mtx,143571,2424822,integer,symmetric,0.00010,0.99990
md2010.mtx,145247,350189,integer,symmetric,0.00000,1.00000
Dubcova3.mtx,146689,1891669,real,symmetric,0.00010,0.99990
FEM_3D_thermal2.mtx,147900,3489300,real,general,0.00020,0.99980
bmwcra_1.mtx,148770,5396386,real,symmetric,0.00020,0.99980
id2010.mtx,149842,364132,integer,symmetric,0.00000,1.00000
G2_circuit.mtx,150102,438388,real,symmetric,0.00000,1.00000
para-4.mtx,153226,5326228,real,general,0.00020,0.99980
SiO2.mtx,155331,5719417,real,symmetric,0.00020,0.99980
para-9.mtx,155924,5416358,real,general,0.00020,0.99980
para-6.mtx,155924,5416358,real,general,0.00020,0.99980
para-10.mtx,155924,5416358,real,general,0.00020,0.99980
para-7.mtx,155924,5416358,real,general,0.00020,0.99980
para-5.mtx,155924,5416358,real,general,0.00020,0.99980
para-8.mtx,155924,5416358,real,general,0.00020,0.99980
xenon2.mtx,157464,3866688,real,general,0.00020,0.99980
ma2010.mtx,157508,388305,integer,symmetric,0.00000,1.00000
crashbasis.mtx,160000,1750416,real,general,0.00010,0.99990
majorbasis.mtx,160000,1750416,real,general,0.00010,0.99990
PR02R.mtx,161070,8185136,real,general,0.00030,0.99970
ky2010.mtx,161672,393889,integer,symmetric,0.00000,1.00000
nm2010.mtx,168609,415485,integer,symmetric,0.00000,1.00000
c-73.mtx,169422,724348,real,symmetric,0.00000,1.00000
c-73b.mtx,169422,724348,real,symmetric,0.00000,1.00000
nj2010.mtx,169588,414956,integer,symmetric,0.00000,1.00000
scircuit.mtx,170998,958936,real,general,0.00000,1.00000
ms2010.mtx,171778,419990,integer,symmetric,0.00000,1.00000
transient.mtx,178866,961790,real,general,0.00000,1.00000
shipsec5.mtx,179860,5146478,real,symmetric,0.00020,0.99980
cont-300.mtx,180895,539396,real,symmetric,0.00000,1.00000
ohne2.mtx,181343,11063545,real,general,0.00030,0.99970
sc2010.mtx,181908,446580,integer,symmetric,0.00000,1.00000
d_pretok.mtx,182730,885416,real,symmetric,0.00000,1.00000
Si41Ge41H72.mtx,185639,7598452,real,symmetric,0.00020,0.99980
ar2010.mtx,186211,452155,integer,symmetric,0.00000,1.00000
hvdc2.mtx,189860,1347273,real,general,0.00000,1.00000
turon_m.mtx,189924,912345,real,symmetric,0.00000,1.00000
ne2010.mtx,193352,456927,integer,symmetric,0.00000,1.00000
wa2010.mtx,195574,473716,integer,symmetric,0.00000,1.00000
or2010.mtx,196621,489756,integer,symmetric,0.00000,1.00000
shar_te2-b3.mtx,200200,800800,integer,general,0.00000,1.00000
m133-b3.mtx,200200,800800,integer,general,0.00000,1.00000
co2010.mtx,201062,487287,integer,symmetric,0.00000,1.00000
thermomech_dK.mtx,204316,2846228,real,general,0.00010,0.99990
thermomech_dM.mtx,204316,813716,real,symmetric,0.00000,1.00000
la2010.mtx,204447,490317,integer,symmetric,0.00000,1.00000
mac_econ_fwd500.mtx,206500,1273389,real,general,0.00000,1.00000
stomach.mtx,213360,3021648,real,general,0.00010,0.99990
ia2010.mtx,216007,510585,integer,symmetric,0.00000,1.00000
pwtk.mtx,217918,5926171,real,symmetric,0.00010,0.99990
hood.mtx,220542,5494489,real,symmetric,0.00010,0.99990
CO.mtx,221119,3943588,real,symmetric,0.00010,0.99990
HTC_336_4438.mtx,226340,565431,real,symmetric,0.00000,1.00000
HTC_336_9129.mtx,226340,554881,real,symmetric,0.00000,1.00000
CurlCurl_1.mtx,226451,1349261,real,symmetric,0.00000,1.00000
bmw3_2.mtx,227362,5757996,real,symmetric,0.00010,0.99990
mesh_deform_D.mtx,234023,234023,real,symmetric,0.00000,1.00000
ks2010.mtx,238600,560899,integer,symmetric,0.00000,1.00000
tn2010.mtx,240116,596983,integer,symmetric,0.00000,1.00000
Si87H76.mtx,240369,5451000,real,symmetric,0.00010,0.99990
patents_main.mtx,240547,560943,real,general,0.00000,1.00000
az2010.mtx,241666,598047,integer,symmetric,0.00000,1.00000
BenElechi1.mtx,245874,6698185,real,symmetric,0.00010,0.99990
al2010.mtx,252266,615241,integer,symmetric,0.00000,1.00000
wi2010.mtx,253096,604702,integer,symmetric,0.00000,1.00000
Lin.mtx,256000,1011200,real,symmetric,0.00000,1.00000
torso3.mtx,259156,4429042,real,general,0.00010,0.99990
mn2010.mtx,259777,613551,integer,symmetric,0.00000,1.00000
offshore.mtx,259789,2251231,real,symmetric,0.00000,1.00000
kron_g500-logn18.mtx,262144,10583222,integer,symmetric,0.00020,0.99980
Raj1.mtx,263743,1302464,real,general,0.00000,1.00000
in2010.mtx,267071,640858,integer,symmetric,0.00000,1.00000
Ga41As41H72.mtx,268096,9378286,real,symmetric,0.00010,0.99990
ok2010.mtx,269118,637074,integer,symmetric,0.00000,1.00000
va2010.mtx,285762,701064,integer,symmetric,0.00000,1.00000
nc2010.mtx,288987,708310,integer,symmetric,0.00000,1.00000
ga2010.mtx,291086,709028,integer,symmetric,0.00000,1.00000
ASIC_320ks.mtx,321671,1827807,real,general,0.00000,1.00000
ASIC_320k.mtx,321821,2635364,real,general,0.00000,1.00000
mi2010.mtx,329885,789045,integer,symmetric,0.00000,1.00000
mo2010.mtx,343565,828284,integer,symmetric,0.00000,1.00000
F1.mtx,343791,13590452,real,symmetric,0.00010,0.99990
c-big.mtx,345241,1343126,real,symmetric,0.00000,1.00000
ny2010.mtx,350169,854772,integer,symmetric,0.00000,1.00000
rajat24.mtx,358172,1948235,real,general,0.00000,1.00000
oh2010.mtx,365344,884120,integer,symmetric,0.00000,1.00000
ML_Laplace.mtx,377002,27689972,real,general,0.00020,0.99980
RM07R.mtx,381689,37464962,real,general,0.00030,0.99970
darcy003.mtx,389874,1167685,real,symmetric,0.00000,1.00000
mario002.mtx,389874,1167685,real,symmetric,0.00000,1.00000
helm2d03.mtx,392257,1567096,real,symmetric,0.00000,1.00000
language.mtx,399130,1216334,real,general,0.00000,1.00000
rajat21.mtx,411676,1893370,real,general,0.00000,1.00000
msdoor.mtx,415863,10328399,real,symmetric,0.00010,0.99990
CoupCons3D.mtx,416800,22322336,real,general,0.00010,0.99990
pa2010.mtx,421545,1029231,integer,symmetric,0.00000,1.00000
largebasis.mtx,440020,5560100,real,general,0.00000,1.00000
cage13.mtx,445315,7479343,real,general,0.00000,1.00000
il2010.mtx,451554,1082232,integer,symmetric,0.00000,1.00000
boyd2.mtx,466316,890091,real,symmetric,0.00000,1.00000
fl2010.mtx,484481,1173147,integer,symmetric,0.00000,1.00000
af_3_k101.mtx,503625,9027150,real,symmetric,0.00000,1.00000
af_4_k101.mtx,503625,9027150,real,symmetric,0.00000,1.00000
af_2_k101.mtx,503625,9027150,real,symmetric,0.00000,1.00000
af_5_k101.mtx,503625,9027150,real,symmetric,0.00000,1.00000
af_1_k101.mtx,503625,9027150,real,symmetric,0.00000,1.00000
af_0_k101.mtx,503625,9027150,real,symmetric,0.00000,1.00000
inline_1.mtx,503712,18660027,real,symmetric,0.00010,0.99990
af_shell2.mtx,504855,9046865,real,symmetric,0.00000,1.00000
af_shell8.mtx,504855,9046865,real,symmetric,0.00000,1.00000
af_shell5.mtx,504855,9046865,real,symmetric,0.00000,1.00000
af_shell3.mtx,504855,9046865,real,symmetric,0.00000,1.00000
af_shell1.mtx,504855,9046865,real,symmetric,0.00000,1.00000
af_shell4.mtx,504855,9046865,real,symmetric,0.00000,1.00000
af_shell6.mtx,504855,9046865,real,symmetric,0.00000,1.00000
af_shell7.mtx,504855,9046865,real,symmetric,0.00000,1.00000
af_shell9.mtx,504855,9046865,real,symmetric,0.00000,1.00000
kron_g500-logn19.mtx,524288,21781478,integer,symmetric,0.00010,0.99990
mc2depi.mtx,525825,2100225,integer,general,0.00000,1.00000
parabolic_fem.mtx,525825,2100225,real,symmetric,0.00000,1.00000
gsm_106857.mtx,589446,11174185,real,symmetric,0.00000,1.00000
Fault_639.mtx,638802,14626683,real,symmetric,0.00000,1.00000
rajat30.mtx,643994,6175377,real,general,0.00000,1.00000
rajat29.mtx,643994,4866270,real,general,0.00000,1.00000
pre2.mtx,659033,5959282,real,general,0.00000,1.00000
ASIC_680ks.mtx,682712,2329176,real,general,0.00000,1.00000
ASIC_680k.mtx,682862,3871773,real,general,0.00000,1.00000
ca2010.mtx,710145,1744683,integer,symmetric,0.00000,1.00000
apache2.mtx,715176,2766523,real,symmetric,0.00000,1.00000
tmt_sym.mtx,726713,2903837,real,symmetric,0.00000,1.00000
CurlCurl_2.mtx,806529,4864159,real,symmetric,0.00000,1.00000
tx2010.mtx,914231,2228136,integer,symmetric,0.00000,1.00000
boneS10.mtx,914898,28191660,real,symmetric,0.00000,1.00000
boneS10_M.mtx,914898,9702186,real,symmetric,0.00000,1.00000
tmt_unsym.mtx,917825,4584801,real,general,0.00000,1.00000
t2em.mtx,921632,4590832,integer,general,0.00000,1.00000
Emilia_923.mtx,923136,20964171,real,symmetric,0.00000,1.00000
audikw_1.mtx,943695,39297771,real,symmetric,0.00000,1.00000
ldoor.mtx,952203,23737339,real,symmetric,0.00000,1.00000
bone010.mtx,986703,36326514,real,symmetric,0.00000,1.00000
bone010_M.mtx,986703,12437739,real,symmetric,0.00000,1.00000
ecology2.mtx,999999,2997995,real,symmetric,0.00000,1.00000
ecology1.mtx,1000000,2998000,real,symmetric,0.00000,1.00000
webbase-1M.mtx,1000005,3105536,real,general,0.00000,1.00000
kron_g500-logn20.mtx,1048576,44620272,integer,symmetric,0.00000,1.00000
nlpkkt80.mtx,1062400,14883536,real,symmetric,0.00000,1.00000
dielFilterV3real.mtx,1102824,45204422,real,symmetric,0.00000,1.00000
dielFilterV2real.mtx,1157456,24848204,real,symmetric,0.00000,1.00000
CurlCurl_3.mtx,1219574,7382096,real,symmetric,0.00000,1.00000
thermal2.mtx,1228045,4904179,real,symmetric,0.00000,1.00000
atmosmodd.mtx,1270432,8814880,real,general,0.00000,1.00000
atmosmodj.mtx,1270432,8814880,real,general,0.00000,1.00000
Serena.mtx,1391349,32961525,real,symmetric,0.00000,1.00000
Geo_1438.mtx,1437960,32297325,real,symmetric,0.00000,1.00000
Hamrle3.mtx,1447360,5514242,real,general,0.00000,1.00000
StocF-1465.mtx,1465137,11235263,real,symmetric,0.00000,1.00000
Long_Coup_dt6.mtx,1470152,44279572,real,symmetric,0.00000,1.00000
Long_Coup_dt0.mtx,1470152,44279572,real,symmetric,0.00000,1.00000
atmosmodm.mtx,1489752,10319760,integer,general,0.00000,1.00000
atmosmodl.mtx,1489752,10319760,real,general,0.00000,1.00000
Hook_1498.mtx,1498023,31207734,real,symmetric,0.00000,1.00000
ML_Geer.mtx,1504002,110879972,real,general,0.00000,1.00000
cage14.mtx,1505785,27130349,real,general,0.00000,1.00000
af_shell10.mtx,1508065,27090195,real,symmetric,0.00000,1.00000
Flan_1565.mtx,1564794,59485419,real,symmetric,0.00000,1.00000
G3_circuit.mtx,1585478,4623152,real,symmetric,0.00000,1.00000
Transport.mtx,1602111,23500731,real,general,0.00000,1.00000
HV15R.mtx,2017169,283073458,real,general,0.00010,0.99990
kkt_power.mtx,2063494,8130343,real,symmetric,0.00000,1.00000
kron_g500-logn21.mtx,2097152,91042010,integer,symmetric,0.00000,1.00000
Cube_Coup_dt0.mtx,2164760,64685452,real,symmetric,0.00000,1.00000
Cube_Coup_dt6.mtx,2164760,64685452,real,symmetric,0.00000,1.00000
CurlCurl_4.mtx,2380515,14448191,real,symmetric,0.00000,1.00000
memchip.mtx,2707524,14810202,real,general,0.00000,1.00000
FullChip.mtx,2987012,26621990,real,general,0.00000,1.00000
Freescale1.mtx,3428755,18920347,real,general,0.00000,1.00000
circuit5M_dc.mtx,3523317,19194193,real,general,0.00000,1.00000
nlpkkt120.mtx,3542400,50194096,real,symmetric,0.00000,1.00000
rajat31.mtx,4690002,20316253,real,general,0.00000,1.00000
cage15.mtx,5154859,99199551,real,general,0.00000,1.00000
circuit5M.mtx,5558326,59524291,real,general,0.00000,1.00000
nlpkkt160.mtx,8345600,118931856,real,symmetric,0.00000,1.00000
nlpkkt200.mtx,16240000,232232816,real,symmetric,0.00000,1.00000
nlpkkt240.mtx,27993600,401232976,real,symmetric,0.00000,1.00000
